"MES","REGIONAL","CENTRO.DE.FORMACION","GRUPO.O.DEPENDENCIA","FUNCIONARIO","APLICATIVO","CANAL","MEDIO.DE.INGRESO","GRUPO.DE.INTERES","ASUNTO","TIPO.DE.PETICION","TEMA.PQRS","ESTADO.REAL.PQRS"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Antioquia","Complejo Tecnologico Agroindustrial, Pecuario Y Turistico","Despacho Subdireccion De Centro","(E) Jorge Andres Arias Hernandez","Onbase","Virtual","Web","Servidor Publico","Peticion","De Informacion","Informacion General Formacion Profesional","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Contrato De Aprendizaje","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Servicios","Solicitud De Reintegro","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Servidor Publico","Peticion","De Servicios","Inscripcion - Programas Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Servicios","Inscripcion - Programas Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Servidor Publico","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Cordoba","Centro Agropecuario Y De Biotecnologia El Porvenir","Despacho Subdireccion De Centro","(E) Clara Helena Genes Bitar","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Ape-Eliminacion Registro","Respuesta Fuera De Terminos"
"Febrero","Choco","Regional","Despacho Direccion Regional","Juan Carlos Blanco Cordoba","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Servicios","Inscripcion - Programas Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Servicios","Solicitud De Reintegro","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Grupo De Formacion Profesional","Myriam Buitrago Gonzalez","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Activacion Usuario Sofia","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Regional","Grupo Apoyo Administrativo Mixto","Yenni Mercedes Soto Vergel","Onbase","Virtual","Web","Instructor","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Fuera De Terminos"
"Febrero","Atlantico","Centro Industrial Y De Aviacion","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Hernando Luis Estarita Tapias","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Informacion General Formacion Profesional","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
"Febrero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Ciudadano","Reclamo","Peticion Sin Responder","Peticion Que Transcurrio Tiempo Normativo Y No Se Ha Recibido Respuesta","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Queja","Entidad","Irregularidades Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Email","Ciudadano","Peticion","Interes General O Particular","De Formacion","Respuesta Fuera De Terminos"
"Febrero","Santander","Regional","Despacho Direccion Regional","(E) Jose Wilson Carrero Maldonado","Onbase","Virtual","Email","Ciudadano","Peticion","De Informacion","Informacion - Formacion Dual","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Instructor","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Servicios","Solicitud De Reintegro","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Servidor Publico","Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Cundinamarca","Regional","Grupo Talento Humano","Nestor Javier Viola Almanza","Onbase","Virtual","Web","Instructor","Reclamo","Peticion Sin Responder","Peticion Que Transcurrio Tiempo Normativo Y No Se Ha Recibido Respuesta","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Amazonas","Centro Para La Biodiversidad Y El Turismo Del Amazonas","Despacho Subdireccion De Centro","Arturo Arango Santos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Servidor Publico","Prestacion Del Servicio","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Regionales","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Regional","Grupo Apoyo Administrativo Mixto","Yenni Mercedes Soto Vergel","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Paz Y Salvo De Aportes","Respuesta Fuera De Terminos"
"Febrero","Antioquia","Complejo Tecnologico Agroindustrial, Pecuario Y Turistico","Despacho Subdireccion De Centro","(E) Jorge Andres Arias Hernandez","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Febrero","Antioquia","Centro De Servicios De Salud","Despacho Subdireccion De Centro","Carlos Enrique Rios Pelaez","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Solicitud De Aplazamiento","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Atlantico","Centro Industrial Y De Aviacion","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Hernando Luis Estarita Tapias","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Regional","Grupo Apoyo Administrativo Mixto","Yenni Mercedes Soto Vergel","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Fuera De Terminos"
"Febrero","Putumayo","Regional","Grupo De Formacion Profesional Y Empleo","Jose Ricardo Ordonez Barrera","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Ape- Restablecimiento De Contrasena Y Actualizacion De Datos","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Ape-Orientacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Reclamo","Peticion Sin Responder","Peticion Que Transcurrio Tiempo Normativo Y No Se Ha Recibido Respuesta","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Febrero","Atlantico","Centro Industrial Y De Aviacion","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Hernando Luis Estarita Tapias","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Informacion General Formacion Profesional","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Paz Y Salvo De Aportes","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Solicitud De Reintegro","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Persona En Situacion De Vulnerabilidad","Reclamo","Prestacion De Un Servicio","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro Metalmecanico","Despacho Subdireccion De Centro","(E) Manuel Antonio Montenegro Mier","Onbase","Virtual","Web","Ciudadano","Denuncias","Ninguno","Hurto, Perdida De Elementos","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Regional","Grupo De Gestion De Talento Humano","Claudia Janet Gomez Larrotta","Onbase","Virtual","Web","Instructor","Reclamo","Peticion Sin Responder","Peticion Que Transcurrio Tiempo Normativo Y No Se Ha Recibido Respuesta","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Solicitud De Aplazamiento","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Servicios","Ape-Postulacion A Vacantes Usuario","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
"Febrero","Cundinamarca","Centro Agroecologico Y Empresarial","Despacho Subdireccion De Centro","(E) Myriam Adriana Perez Garzon","Onbase","Virtual","Web","Servidor Publico","Peticion","De Informacion","Inscripcion - Programas Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Instructor","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Estado De Cuenta","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro Metalmecanico","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Jose Giovanni Lozano Bolivar","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Inscripcion - Programas Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Persona Con Discapacidad","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Cundinamarca","Regional","Agencia Publica De Empleo","Eustacio Espinel Luengas","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Convocatorias Empleo","Respuesta Fuera De Terminos"
"Febrero","Direccion General","Direccion De Formacion Profesional","Grupo Gestion Administrativa","Edgar Adrian Zambrano","Onbase","Virtual","Email","Ciudadano","Peticion","De Informacion","Inscripcion - Programas Formacion Complementaria","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Agencia Publica De Empleo","Respuesta Fuera De Terminos"
"Febrero","Choco","Regional","Despacho Direccion Regional","Luis Enrique Murillo Lopez","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Boyaca","Centro De Desarrollo Agropecuario Y Agroindustrial","Despacho Subdireccion De Centro","(E) Enith Yadira Ramirez Camargo","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Regional","Grupo De Gestion De Talento Humano","Claudia Janet Gomez Larrotta","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
"Febrero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Adulto Mayor","Peticion","De Servicios","Ape-Cambio/Actualizacion Tipo De Identificacion Usuario","Respuesta Fuera De Terminos"
"Febrero","Antioquia","Complejo Tecnologico Minero Agroempresarial","Despacho Subdireccion De Centro","Fernando Cano Gomez","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Fuera De Terminos"
"Febrero","Santander","Centro Industrial Y Del Desarrollo Tecnologico","Despacho Subdireccion De Centro","Edgar Alfonso Navas Rojas","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Estado De Cuenta","Respuesta Fuera De Terminos"
"Febrero","Antioquia","Complejo Tecnologico Minero Agroempresarial","Despacho Subdireccion De Centro","Fernando Cano Gomez","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Fuera De Terminos"
"Febrero","Meta","Centro De Industria Y Servicios Del Meta","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Jorge Daniel Zipa Rodriguez","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Estado De Cuenta","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Ape- Restablecimiento De Contrasena Y Actualizacion De Datos","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Direccion General","Secretaria General","Despacho Direccion","Lyda Zamira Gonzalez Lopez","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Boyaca","Centro De Desarrollo Agropecuario Y Agroindustrial","Despacho Subdireccion De Centro","(E) Enith Yadira Ramirez Camargo","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
